tweet,username,target
Baldwin Park I10 E / Holt Ave E Onr **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190224LA00588,chp_la,1
Airpods i10 TWS $5 QI Wireless Charging Pad https://www.vidrise.com/v/ckqjd/ @GetKnockies,mikesunboxing,1
LA S Santa Fe Ave / I10 E **Report of Fire** http://m.chp.ca.gov/incident.aspx?id=190224LA00532,chp_la,1
Baldwin Park I10 E / HOLT AVE OFR **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190224LA00505,chp_la,1
[IE] San Bernardino I10 W Eo / Cedar Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190224IN00220,chp_riv,1
Pretty sure dude was drivin his truck on the wrong side of I10 and totaled his shit into the shoulder wall smh,UrFavoriteGinga,1
Stuck in the middle of fucking I10 cause of an accident. I'm finna take my dumbass to sleep.,Gabrielalva93,1
[IE] San Bernardino I10 E / Yucaipa Blvd **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190224IN00198,chp_riv,1
Central LA I10 E / N State St **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190224LA00320,chp_la,1
Central LA I10 E / Soto St **Wrong Way Driver** http://m.chp.ca.gov/incident.aspx?id=190224LA00288,chp_la,1
East LA I10 E / City Terrace **Wrong Way Driver** http://m.chp.ca.gov/incident.aspx?id=190224LA00294,chp_la,1
[INDIO] Indio Sr62 W Eo / I10 **Report of Fire** http://m.chp.ca.gov/incident.aspx?id=190224IC00019,chp_riv,1
"I tried making it out west for the last two days. The I10 was completely closed at 67th ave and most of everything was rerouted to McDowell, Indian school, van buren, buckeye and lower buckeye and all of them are also under construction and blocked off at 51st ave. Good luck! ",ItsPronotRetail,1
"I tried making it out west for the last two days. The I10 was completely closed at 67th ave and most of everything was rerouted to McDowell, Indian school, van buren, buckeye and lower buckeye and all of them are also under construction and blocked off at 51st ave. Good luck!",ItsPronotRetail,1
[IE] Rancho Cucamonga I10 E / Central Ave **Animal Hazard** http://m.chp.ca.gov/incident.aspx?id=190224IN00059,chp_riv,1
[INDIO] San Gorgonio Pass I10 W / Beaumont Ave Ofr **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190224IC00010,chp_riv,1
Just saw an accident on i10 with a motorcycle and it hit home.. it hasn’t been a week since you’ve been gone ,ohhhjess_,1
Do you have an arrangement with @HyundaiSA on their R1999 pm instalment for a 1.0 litre Grand i10?,AtheistZulu,1
"Book Your Dream Home & Stand Chance To Win Hyundai Grand i10, Bajaj Pulsar, LED TV &amp; More. click: http://www.prateek-grand-city.com/ #PrateekGrandCity #SiddharthVihar #PrateekGroup #Paeonia #Price #Review",propcasanoida,1
[IE] Rancho Cucamonga N Mountain Ave / I10 W **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01768,chp_riv,1
"The @HyundaiSA 1.0 litre Grand i10 goes for R165,000 (R174k with delivery costs). Let's work this out in reverse: Residual Value R35k Interest 5.5% 72 months Deposit R25,525.00 You get an instalment of R2006.60! So #IssaPossible! See pic for her numbers. Not okay.",AtheistZulu,1
"So I visited @HyundaiSA Weltevreden. They are advertising R1999 pm on a R165k 1.0litre Grand i10. Well, finance manager says, ""There is no such, the ad just to draws clients in."" She says R2,985.00 pm at 12% int rate. This is obviously not okay. #IssaThread. . .",AtheistZulu,1
East LA I10 W / Santa Anita Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA03780,chp_la,1
#hyundai #i10 #s #maintenancedetail with #2stagepaintcorrection to bonnet and #deepinteriorclean with #deodor #detailingworld #selectedautos #hagley,SelectedAutos,1
Baldwin Park I10 E / Barranca St Onr **Assist with Construction** http://m.chp.ca.gov/incident.aspx?id=190223LA03713,chp_la,1
[IE] Rancho Cucamonga I10 W Eo / Mountain Ave **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223IN01661,chp_riv,1
INCC I10 W Eo / Mountain Ave **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223LA03662,chp_la,1
[IE] San Bernardino I10 W / Citrus Ave Rdl **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01609,chp_riv,1
When there is a man to convo with I'm all game but until then go play on I10 Billy badazz LMFAO.,GAyodis,1
[IE] Rancho Cucamonga I10 W Wo / Cherry Ave **Car Fire** http://m.chp.ca.gov/incident.aspx?id=190223IN01601,chp_riv,1
[IE] San Bernardino I10 W / Sierra Ave Sb **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01580,chp_riv,1
Central LA I5 N / I10 E **Assist with Construction** http://m.chp.ca.gov/incident.aspx?id=190223LA03485,chp_la,1
[INDIO] Indio I10 W Eo / Monroe Mm 55 **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223IC00349,chp_riv,1
[IE] San Bernardino I10 W Eo / Yucaipa Blvd **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01521,chp_riv,1
Baldwin Park Indian Hill Blvd Ofr / I10 W **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA03345,chp_la,1
 BEST AIRPOD CLONES #i10 TWS REVIEW. They are AMAZING! Get them RIGHT NOW - http://rviv.ly/VtjZoL #airpods,TechDoctorUK,1
East LA I10 E / I10 E I605 S Con **Traffic Break** http://m.chp.ca.gov/incident.aspx?id=190223LA03258,chp_la,1
East LA I10 W / Temple City Blvd **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA03183,chp_la,1
"Hundye i20, i10, creta, elentra smart key. #car #cars #bmw #auto #mercedes #love #carporn #m #audi #like #photography #luxury #carsofinstagram #supercar #ferrari #s #speed #amg #follow… https://www.instagram.com/p/BuP-l5rHEWM/?utm_source=ig_twitter_share&amp;igshid=stxf4om5i30l",KeyVitel,1
Baldwin Park I10 W / E Holt Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA03071,chp_la,1
"Proud to hv bought our 3rd car frm @HyundaiIndia. JH 05 AS 5610 (i10), RJ 07 CA 5610 (i20) and now JH 05 CH 1375 (Verna) &amp; mounted a #tea kettle with #HonkFreeTata message to adhere to #NoHonking curbing #NoisePollution making #Jamshedpur a #SmartCity. @Jsr_police @DSinghbhum",LaGravitea,1
"KOWICHI ""Closers feat. Vingo, AKLO"" Live at LIQUIDROOM, TOKYO 2018 https://youtu.be/-0lXLfIJ9dE",yuta_i10,1
West LA I10 E / National Blvd **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02885,chp_la,1
KOWICHI『Time Is Value』- Behind The Scenes - (2/2),yuta_i10,1
[IE] Rancho Cucamonga I10 E Wo / Milliken Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01314,chp_riv,1
Baldwin Park I10 E / Baldwin Park Blvd **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02850,chp_la,1
[IE] San Bernardino I10 W / Ford St **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01295,chp_riv,1
[IE] San Bernardino I10 W Wo / County Line Rd **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223IN01299,chp_riv,1
KOWICHI『Time Is Value』- Behind The Scenes - (1/2),yuta_i10,1
East LA I10 W / S Garvey Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02802,chp_la,1
It’s on Zaragoza south of I10 on N Loop and Zaragoza in a strip mall behind the Panda Express mas o menos,chavouver,1
Sweet William × Jinmenusagi - opium feat. Jin Dogg,yuta_i10,1
"YonYon, SIRUP - Mirror (選択) MV https://youtu.be/NELHBvb3L6Q",yuta_i10,1
[MONSTA X - Alligator] Comeback Stage | M COUNTDOWN 190221 EP.607 https://youtu.be/IxVrjos0Svo,yuta_i10,1
[MONSTA X - Play It Cool] Comeback Stage | M COUNTDOWN 190221 EP.607 https://youtu.be/6ceSkdNSRkY,yuta_i10,1
" Checkout my latest video - King Kyle Lee ""I10"" (Slowed &amp; Throwed) ",JJREMiXi,1
[Cherry Bullet - Q&A] KPOP TV Show | M COUNTDOWN 190221 EP.607,yuta_i10,1
[LOONA - Butterfly] Comeback Stage | M COUNTDOWN 190221 EP.607 https://youtu.be/ezA5LkSzEyo,yuta_i10,1
i really just took i10 to San Antonio instead of Beaumont and rode for a good twenty minutes before I realized. Wow im so annoying dawg,allthingsallee,1
[IE] San Bernardino FSP I10 E Wo / Cherry Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223INFSP00133,chp_riv,1
[IE] Rancho Cucamonga I10 E Wo / Cherry Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN01111,chp_riv,1
West LA I10 E / I10 E I405 N Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02414,chp_la,1
West LA I10 E I405 S Con / I10 E **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA02401,chp_la,1
Baldwin Park I10 W / E Holt Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02199,chp_la,1
LAFSP I10 W / E Holt Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00129,chp_la,1
"Cleared: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at 05:06:11PM.",fl511_i10,1
East LA I10 E / I605 **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA02160,chp_la,1
LAFSP I10 E / I605 **Trfc Collision-1141Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00123,chp_la,1
"1179-Trfc Collision-1141 Enrt I10 E / S HOOVER ST, CHP Central LA area. (Bike Involved / Possible Motorcycle, confidence -2) http://www.cyclelicio.us/chp/2019/bike-LAHB-190223LA02108.html",chpbike,1
Central LA I10 E / I10 E I110 N Con **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA02108,chp_la,1
West LA I10 W / Lincoln Blvd Ofr **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02095,chp_la,1
LAFSP I10 W / Lincoln Blvd Ofr **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00120,chp_la,1
Baldwin Park I10 E / Baldwin Park Blvd **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA02060,chp_la,1
LAFSP I10 E / Baldwin Park Blvd **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00115,chp_la,1
LAFSP I10 E / Baldwin Park Blvd **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00116,chp_la,1
[INDIO] San Gorgonio Pass I10 W Eo / Beaumont Av - Sr79 **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223IC00195,chp_riv,1
"Cleared: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at 05:01:29PM.",fl511_i10,1
So proud of my @MyselfDance ladies 20caitlin02 _i10_._ _jasmynes @suekingofficial With the amazing grace.m.amelia Leading the gang! representing at theyellowuk for 4x4 @hakeemonibudo… https://www.instagram.com/p/BuPb0jaHIz-/?utm_source=ig_twitter_share&amp;igshid=1eb89pkgabryr,MsKloeDean,1
"Cleared: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated at 04:02:37PM.",fl511_i10,1
LAFSP I10 W / I605 **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00106,chp_la,1
"Cleared: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at 04:01:45PM.",fl511_i10,1
West bound 10 is still really backed up all the way to the 187..is something else happening on i10?,j2tyco,1
West LA I10 E / I10 E I405 N Con **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA01915,chp_la,1
LAFSP I10 W / I110 S Con **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00084,chp_la,1
Central LA I10 W / I110 S Con **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA01828,chp_la,1
"This cargo planed crashed this afternoon in Trinity Bay, which is located off on I10 in Anahuac, just outside of Baytown. This is where My husband and I duck hinted for many years.",TexasWood1448,1
[IE] San Bernardino I215 S So / I10 **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223IN00808,chp_riv,1
Baldwin Park I10 W / Via Verde **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA01803,chp_la,1
East LA I10 W / S GARVEY AVE **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA01805,chp_la,1
LAFSP I10 W / Via Verde **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00075,chp_la,1
Crashing on the I10? After I specifically asked you not to,r_schultz76,1
@Hyundai_UK thank you Hyundai for my i10 we love we never had a Hyundai be for this is the first time and we love it a great dealership and great staff thank you it a shame we miss out on the new reg thank you,EileenR60424643,1
[INDIO] IC Date Palm No / I10 **Report of Fire** http://m.chp.ca.gov/incident.aspx?id=190223IC00126,chp_riv,1
iSee U rolling In Dat New i10.. Make ya man Park Up his Side Thing! - Lyte #SpendYourMoney,DMitriBts,1
Sorry I can’t just throw an i10 whenever I get scared :^),BazTheSpaz,1
Thought my first car would be a citi golf but ended up with Grand i10. Best decision ever!,Cwerhakazi123,1
East LA I10 W / Santa Anita Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA01566,chp_la,0
LAFSP I10 W / Santa Anita Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00045,chp_la,0
I10 west of tunnel is stopped. No warnings signs? #aztraffic Avoid at all costs.,ScottSantiago15,0
Central LA I10 W / Sr60 W **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA01410,chp_la,0
Still stuck on I10....the crash os on the right....no idea why they haven't pushed traffic to the left to get things moving ,casadogs57,0
"#crash #I10, West-bound from mile post 320.0, at #TEXASCANYON REST AREAS #ADOT #AzDPS #CochiseCounty",CCFirenIncident,0
[IE] San Bernardino I10 E / Rancho Ave **Report of Fire** http://m.chp.ca.gov/incident.aspx?id=190223IN00566,chp_riv,0
I10 at a crawl trying to get to @Dodgers game @DodgersNation,polarbelle123,0
[INDIO] San Gorgonio Pass I10 W Eo / Cherry Valley Blvd **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223IC00082,chp_riv,0
Obviously they have not driven on I10 west of Houston. ,JaxForLife,0
@whatsuptucson I10 shut down near Pinal,casadogs57,0
They are gonna open one off i10 by chuys :),Gio_Bobino,0
"@ArizonaDOT My mom has been stuck in traffic around AZ587 on I10E for the last hour. Maps show traffic, but not why it's stopped. What's going on? Should she try to get off I10?",kjfergu,0
@ArizonaDOT is I10 east and west open between 99th ave and 35th ave?,FrankHeim4,0
[IE] IC I10 W / Calimesa Blvd **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223IN00476,chp_riv,0
"Woke up yesterday, thought we were back in SD. I'm told they closed I10 last night. Move to AZ to get away from all that!",KevinVoldness,0
[INDIO] San Gorgonio Pass I10 W / Calimesa Blvd **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190223IC00066,chp_riv,0
Baldwin Park I10 W / Via Verde **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA01121,chp_la,0
Who? Just tell me @dr_i10 ,blue_77_911,0
Central LA I10 W / Soto St **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA01063,chp_la,0
[IE] San Bernardino I10 E Wo / Alabama St **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN00433,chp_riv,0
Hyundai i10 1.2 Active 5dr Auto for £5899 http://www.westleymotor.co.uk/used/hyundai/i10/12-active-5dr-auto/birmingham/west-midlands/18742485,WestleyMotorCo,0
I be on i10 goin 90mph,Zip_Lock_Bagz,0
[IE] San Bernardino I10 W WO / COUNTY LINE RD **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223IN00404,chp_riv,0
Cleared: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:28:38AM.,fl511_i10,0
"Girls proudly buying their i10's, olova ngeke ukubone lokho.",andile_mlacash,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:28:38AM. http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
Some tripy shit happened to me last night this morn .. im driving on i10 thn out the blue everything was warped felt like the ground and not my car was traveling..,LEWCIV,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:24:00AM. http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
Updated: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 11:09:43AM. http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
Baldwin Park I10 E / Baldwin Park Blvd **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00887,chp_la,0
blue bayou off i10,joeymrtnz,0
West LA I405 S / I405 S I10 Con **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00856,chp_la,0
@ArizonaDOT what is going on i10 to tucson?,gannsters3055,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, right lane blocked. Last updated at 10:36:37AM. http://fl511.com/EventDetails/District%202/451572",fl511_i10,0
"Updated: Vehicle on fire in Duval on I-10 east at MM 346, all lanes blocked. Last updated at 10:29:45AM. http://fl511.com/EventDetails/District%202/451572",fl511_i10,0
New: Traffic congestion in Duval on I-10 east at MM 345. Last updated at 10:28:31AM. #fl511 http://fl511.com/EventDetails/District%202/451573,fl511_i10,0
"New: Vehicle on fire in Duval on I-10 east at MM 346, 2 right lanes blocked. Last updated at 10:26:09AM. #fl511 http://fl511.com/EventDetails/District%202/451572",fl511_i10,0
New I10 TWS i7s i9s bluetooth 5.0 sports wireless binaural touch with charging bin with wireless charging air pods earphone#android #powerbanks For ONLY 37.76$and FREE SHIPPING...,gadgetfinestore,0
Central LA I110 N I10 E Con / I10 E **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00770,chp_la,0
"Updated: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_i10,0
"New: Emergency road construction in Jackson on I-10 east beyond Exit 142 /SR-71, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81778",fl511_i10,0
[IE] Rancho Cucamonga I10 W / CHERRY AVE **Assist CT with Maintenance** http://m.chp.ca.gov/incident.aspx?id=190223IN00320,chp_riv,0
Central LA I5 N / I10 E **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00720,chp_la,0
"Updated: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_i10,0
Central LA I5 S / I10 E **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00718,chp_la,0
"New: Emergency road construction in Gadsden on I-10 east at MM 161, left lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81774",fl511_i10,0
Man they FINALLY finished the construction in Beaumont on I10. Now that big spot is Orange.,legitirl,0
"Swift, Grand i10 or Tiago. New WagonR is also good.",SujeetSharma,0
"Updated: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_i10,0
"New: Emergency road construction in Jackson on I-10 east at MM 132, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81772",fl511_i10,0
[IE] Rancho Cucamonga I10 W / Central Ave Ofr **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN00289,chp_riv,0
Baldwin Park I10 E / S Azusa Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00666,chp_la,0
Baldwin Park I10 E / Vincent Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00665,chp_la,0
"Cleared: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM.",fl511_i10,0
"New: Object on roadway in Okaloosa on I-10 east before Exit 45, right lane blocked. Last updated at 08:45:48AM....http://fl511.com/EventDetails/District%203-CHP/81769",fl511_i10,0
Central LA I10 E / S Grand Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00625,chp_la,0
"Updated: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_i10,0
"New: Emergency road construction in Gadsden on I-10 west at Exit 174 /SR-12, right lane blocked. Last updated at...http://fl511.com/EventDetails/District%203-CHP/81762",fl511_i10,0
[INDIO] San Gorgonio Pass I10 E EO / Oak Valley Pkwy MM 6 **Object Flying From Veh** http://m.chp.ca.gov/incident.aspx?id=190223IC00030,chp_riv,0
@primermundo personally blessed me with this while at the @rmcigarfestival I’m going to try it on for size while I creep through the Mississippi Fog. #saturday #mississippi #i10… https://www.instagram.com/p/BuOW1XVHwtC/?utm_source=ig_twitter_share&amp;igshid=1fg0601uahxxp,esotericlaw,0
Baldwin Park I10 W / Sr71 **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00535,chp_la,0
"Grand i10 Special Offers. To Book Your Testdrive, Call Modi Hyundai on 9887733000.Test Drive Today - https://goo.gl/dVHbSf WhatsApp us at - https://goo.gl/NKypQ1 *T &amp; C Apply",ModiHyundai,0
West LA I10 E / Robertson Blvd **Car Fire** http://m.chp.ca.gov/incident.aspx?id=190223LA00507,chp_la,0
Central LA I10 W / S Western Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00496,chp_la,0
West LA I10 W / Robertson Blvd Ofr **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00445,chp_la,0
West LA I10 E / ROBERTSON BLVD **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00433,chp_la,0
[IE] Rancho Cucamonga Milliken Ave Onr / I10 W **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223IN00158,chp_riv,0
Central LA I110 S / I10 W **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00365,chp_la,0
Central LA I110 S I10 Con / I110 S I10 E-w Con **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA00170,chp_la,0
"Cleared: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at 11:11:51PM.",fl511_i10,0
Central LA I110 S / I10 E I110 S Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LA00053,chp_la,0
"Cleared: Planned construction in Duval on I-10 east at Exit 343 US-301, right lane blocked. Last updated at 08:49:39PM.",fl511_i10,0
Baker County would be a great location! Lots of room and conveniently located directly on I10 and equidistant between I75 and I95.,SherryW64229427,0
Central LA I10 E / S Grand Ave **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03416,chp_la,0
Baldwin Park I10 E / Grand Ave Ofr **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03419,chp_la,0
I definitely agree bc I’ve even been thru that myself. But u also have to remember 1. everyone started somewhere 2. People don’t post their bad days 3. Not everything on SM is real and 4. There’s probably someone who’s looking at your life with your i10 etc and is envious u know,zeddoesthemost,0
"Grand i10 is not for women, because as per your enginners at workshop this is correct way to operate nob if grand i10, this is so funny , every grand i10 and xcent had same issue and rather then fixing design issue you are telling me this is by design ? shame on your team ",sanjeevdogra,0
[IE] San Bernardino I10 E / Riverside Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222IN01787,chp_riv,0
[IE] San Bernardino I215 S To / I10 E Con **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190222IN01702,chp_riv,0
Central LA I10 W / S Fairfax Ave **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190222LA03212,chp_la,0
"Cleared: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM.",fl511_i10,0
[INDIO] San Gorgonio Pass Sr60 W Wo / I10 Mm 30.10 **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190222IC00316,chp_riv,0
West LA I10 E / I405 S I10 E Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA03110,chp_la,0
"Updated: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:59:40PM. http://fl511.com/EventDetails/District%202/451546",fl511_i10,0
[INDIO] Indio Monterey No / I10 **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=190222IC00308,chp_riv,0
Nice place. Good gas station off of i10,CoachONthMOVE,0
"New: Disabled vehicle in Duval on I-10 west at Exit 360 Mcduff, left lane blocked. Last updated at 11:27:43PM....http://fl511.com/EventDetails/District%202/451546",fl511_i10,0
Baker County would be a great location! Lots of room and conveniently located directly on I10 and equidistant between I75 and I95.,SherryW64229427,0
[IE] San Bernardino I10 E Wo / Cedar Ave **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=190222IN01557,chp_riv,0
"New: Planned construction in Duval on I-10 east ramp to Exit 356 I-295 W, off-ramp closed. Last updated at...http://fl511.com/EventDetails/District%202/451543",fl511_i10,0
"Cleared: Planned construction in Duval on I-10 west ramp to Exit 356 I-295 W, off-ramp right lane blocked. Last updated at 08:04:40PM.",fl511_i10,0
WONK『La Di Da (The Internet Cover) feat. MALIYA』 https://youtu.be/AZvE8hlulU8,yuta_i10,0
PUNPEE - Happy Meal (Official Music Video),yuta_i10,0
Central LA I10 W / S La Brea Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA02882,chp_la,0
LIVE FILE : KID FRESINO - ài qíng Release Tour https://youtu.be/1WM787dSo5k,yuta_i10,0
[IE] Rancho Cucamonga I10 W Wo / Monte Vista Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222IN01507,chp_riv,0
[IE] Rancho Cucamonga I10 E Wo / I15 **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222IN01513,chp_riv,0
East LA I10 E / I710 Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA02773,chp_la,0
[ITZY - DALLA DALLA] KPOP TV Show | M COUNTDOWN 190221 EP.607 https://youtu.be/kwnM0xAZgGw,yuta_i10,0
i10 pissing me off why is there traffic???,theiscollettexo,0
[INDIO] San Gorgonio Pass I10 W Eo / 8th St Mm 13 **Live or Dead Animal** http://m.chp.ca.gov/incident.aspx?id=190222IC00278,chp_riv,0
Baldwin Park I10 E / Fairplex Dr Ofr **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA02705,chp_la,0
