tweet,username,after_incident
SIGALERT UPDATE IN EL MONTE. WB I-10 AT FRAZIER ST. ALL LANES CLOSED UNTIL APPROXIMATELY 1615 HOURS DUE TO POLICE ACTIVITY,CHPsouthern,1
All westbound lanes of the I-10 freeway at Baldwin Park Boulevard have been shut down. A shooting occurred on the 10 freeway near El Monte. Officers are searching the freeway for evidence tied to the shooting. Please be aware LP.,LaPuente626sgv,1
SIGALERT UPDATE IN EL MONTE. WB I-10 AT BALDWIN PARK BLVD. ALL LANES CLOSED FOR 30 MINUTES DUE TO POLICE ACTIVITY.,CHPsouthern,1
Rider Shot on I-10 Freeway in El Monte http://www.sgvcitywatch.com/el-monte/rider-shot-on-i-10-freeway-in-el-monte,SGVCityWatch,1
SIGALERT IN EL MONTE. WB I-10 OFF-RAMP TO DURFEE AVE. IS CLOSED FOR AN UNKNOWN DURATION DUE TO POLICE ACTIVITY.,CHPsouthern,1
"!!sigalert!! all lanes closed for police activity. in #BaldwinPark on I-10 WB at Durfee Ave, stopped traffic back to Covina Pky #LAtraffic",TotalTrafficLA,1
SIGALERT IN EL MONTE. WB I-10 OFF-RAMP TO DURFEE AVE. IS CLOSED FOR AN UNKNOWN DURATION DUE TO POLICE ACTIVITY.,CHPsouthern,1
Congestion cleared on I-10 EB @MP30.3 near Exit 30/Causeway in Baldwin County.,algo_mob,0
Congestion cleared on I-10 EB @MP30.3 near Exit 30/Causeway in Baldwin County.,AlgoTraffic,0
Congestion on I-10 EB @MP30.3 near Exit 30/Causeway in Baldwin County. Expect moderate delays. More details: https://www.algotraffic.com/Events/Details?id=359178,algo_mob,0
Congestion on I-10 EB @MP30.3 near Exit 30/Causeway in Baldwin County. Expect moderate delays. More details: https://www.algotraffic.com/Events/Details?id=359178,AlgoTraffic,0
"RT CHPsouthern: SIGALERT CANCELLATION IN EL MONTE. WB I-10, EAST OF I-605, AND NB I-605 TO WB I-10 ARE NOW OPEN. #losangeles #News #RMRealtor #KTLA",RMRealtor,1
"SIGALERT CANCELLATION IN EL MONTE. WB I-10, EAST OF I-605, AND NB I-605 TO WB I-10 ARE NOW OPEN.",CHPsouthern,1
"SIGALERT UPDATE IN EL MONTE. WB I-10 EAST OF I-605, #3, #4, AND #5 LANES AND NB I-605 TO WB I-10 WILL BE CLOSED FOR AN UNKNOWN DURATION DUE TO POLICE ACTIVITY.",CHPsouthern,1
All westbound lanes of the I-10 freeway at Baldwin Park Boulevard have been shut down. A shooting occurred on the 10 freeway near El Monte. Officers are searching the freeway for evidence tied to the shooting. Please be aware LP.,LaPuente626sgv,1
East LA I10 W / Durfee Ave **SIG Alert** http://m.chp.ca.gov/incident.aspx?id=190223LA01888,chp_la,1
East LA I10 E / Durfee Ave **Report of Fire** http://m.chp.ca.gov/incident.aspx?id=190222LA02662,chp_la,0
East LA I10 E / Durfee Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA02047,chp_la,0
East LA I605 N / I10 E Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190224LA00937,chp_la,1
East LA I10 E / I10 E I605 S Con **Traffic Break** http://m.chp.ca.gov/incident.aspx?id=190223LA03258,chp_la,1
East LA I10 E / I605 **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA02160,chp_la,1
LAFSP I10 E / I605 **Trfc Collision-1141Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00123,chp_la,1
LAFSP I10 W / I605 **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190223LAFSP00106,chp_la,1
East LA I10 E / Durfee Ave **Report of Fire** http://m.chp.ca.gov/incident.aspx?id=190222LA02662,chp_la,0
East LA I10 E / Durfee Ave **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190222LA02047,chp_la,0
East LA I605 N / I10 E Con **Trfc Collision-No Inj** http://m.chp.ca.gov/incident.aspx?id=190224LA00937,chp_la,1
East LA I10 E / I10 E I605 S Con **Traffic Break** http://m.chp.ca.gov/incident.aspx?id=190223LA03258,chp_la,1
East LA I10 E / I605 **Trfc Collision-1141 Enrt** http://m.chp.ca.gov/incident.aspx?id=190223LA02160,chp_la,1
"10092-10088 Constellation Blvd 10092-10088 Constellation Blvd, Los Angeles, CA 90067 ",arnoldbprice,1
"anyway we were on constellation blvd listening to the new soundtrack and the streetlights were flickering when we saw the spaceship @Century City, Los Angeles https://www.instagram.com/p/BorfrzmFQhk/?utm_source=ig_twitter_share&amp;igshid=n3df7xbns36k",centralsiberia,1
"Now you can pick up some #matcha #lipbalm constellationcoffeela Made with love for the love of tea. • Constellation Coffee locate at 468 Foothill Blvd. Suite B La Canada Flintridge, Ca @… https://www.instagram.com/p/BoIUKEUhcsp/?utm_source=ig_twitter_share&amp;igshid=1j9pbae24z6jx",essanceskincare,1
"Just Listed! 1500 W 101st St Los Angeles, CA 2 Units 2 Bedroom 1 Bath 1,711 sq ft 8,655 sq ft lot Contact Me: : 323-350-9701 : derrick@alexanderluxproperties.com A prime opportunity to invest in real… https://www.instagram.com/p/B_5x_YrgQ9D/?igshid=125wb41pfv2sc",TBKS_1986,1
"1) I'm Salvadorean born and raised in Los Angeles, CA 2) I'm married to my soulmate (but he doesn't play ACNH which is why I'm on here) 3) I have 4 dogs, 3 of them are senior pets 4) Love horror movies 5) I have a green thumb and love to garden ",Lobos98986565,1
"2+ Bedrooms and so Much More! • City of Lakewood, CA. 2 / 2 1,371 SQFT Asking $656,250 • The real estate market is changing day by day, keep a close eye on upcoming opportunities! • Jarrod Lujan 562.824.3815 call / text Century 21 Astro BRE#01403081 #lakewood",JarrodC21,1
"Now ANYONE can own a home! • City of Norwalk, CA. 2 / 1 765 SQFT Asking $348,888 • Are you ready? ... Questions? • Jarrod Lujan 562.824.3815 call / text Century 21 Astro BRE#01403081 • If you’re ready to talk about selling or buying a home, get in touch with me! ",JarrodC21,1
"Incredible Price! • City of Norwalk, CA 2 / 1 765 SQFT $389,000 • Become a homeowner under $400,000! • Jarrod Lujan 562.824.3815 call / text Century 21 Astro BRE#01403081 • If you’re ready to talk about selling or buying real estate, get in touch with me today! ",JarrodC21,1
"From California Governor Gavin Newsom: 10,710 cases of Covid-19 in CA 2,188 are in the hospital 901 in ICU (up 10.4% in a day) @ABC7",ABC7Jory,1
"1. Playing roller hockey in Reseda,CA. 2. Having the opportunity to pursue my career in Sweden. #grateful #thankyou",cptjaybee10,1
"DROPPED 2 NEW INTERVIEWS TODAY: 1.) @CBTPodcast (Oakland, CA): https://podcasts.apple.com/us/podcast/cant-be-trusted-podcast/id1322835691?i=1000467858956 2.) #AWayWithWordsThePodcast (Chicago, IL): https://podcasts.apple.com/us/podcast/away-with-words-the-podcast/id1127178066?i=1000467851844 #theINDEPENDENCEtour ",Brycesavoy510,1
"Awesome!!! John, did you percutaneously macerate the entire length of that 4-5cm Ca2++ lesion or did you target the proximal vs distal cap?",SDhandMD,1
" • Dove en el evento de M Missoni Fashion Week 2020 en Pink's Hot Dogs en Los Ángeles, CA #2 © JC Olivera / Getty Images North America / celebmafia ",DCameronMX,1
"I'm at I-5 / CA-2 Interchange in Los Angeles, CA ",chtucker18,1
"⠀⠀⠀⠀⠀⠀⠀⠀⠀ 2/3: IA, TN, TX, UT, VT, WA 2/4: AR, NH 2/7: NC, OK 2/10: ME, MS, VA 2/12: MA, MO 2/14: ID 2/15: AL 2/17: CA 2/18: AZ, FL, HI, IL, OH 2/19: AK 2/22: NV 2/24: CO, GA, MI If you see your state, text VOTER to 26797 to make sure you’re registered to vote! ",EIFoundation,1
"[Ene 24 | ] Olivia en la Alfombra Negra de los Spotify ""Best New Artist"" Party en Los Ángeles, CA #2 © GotCeleb / Gotty Images ",OliviaHoltMX,1
"San Francisco, CA - 2/21 Scottsdale, AZ - 3/19 Seattle, WA - 4/30 Get tickets ASAP http://shptickets.com",ReverieLOVE,1
"1) At first thought this was Glendale, CA. 2) For a moment I thought that dude with the goatee and pony tail was Paul Reubens in “Buffy the Vampire Slayer”",mannyinlofi,1
"Hermosa Beach, CA #2 ",whuesman,1
"Top 10 cities listening to our #TalkingAboutCars podcast, 10) Melbourne, AUST. 9)Riverside, CA 8)Minneapolis, MN 7)Hutchinson, KS 6) Dallas, TX. 5)Atlanta, GA. 4)Irvine, CA. 3) Long Beach CA. 2) Pasadena CA. And the number 1 city listening to our podcast!!..(drum roll)...LA!! ",talknaboutcars,1
"1. Venice, CA 2. @_NickPetrie_ The Drifter &amp; Richard Flanagan’s The Narrow Road To The Deep North 3. Not on your life, Bus.",ChrisHauty,1
"For all the Midwestern blustering, looks like The South and CA are top QB producers (also YEAH! CA2) ",BAMTrades,1
"OPEN HOUSE Today Bunker Hill Towers DTLA 850 W. 1st Street Unit 1610 Los Angeles, CA. 2 bdrm 2 bath luxury condo. In the heart of downtown LA. Full service building. Olympic pool, gym, tennis courts. Close to MOCA,… https://www.instagram.com/p/B4a1n0DnJVk/?igshid=51blsg3ijzp7",NicholasDiCerbo,1
11/07- Pike Bar 1836 E 4th St Long Beach CA (2 sets) 場所: Long Beach Pike https://www.instagram.com/p/B4Bq786juJg/?igshid=hupsuaua6c8i,mad3_official,1
"Bringing #SpaceCommand HQ to #VandenbergAFB,CA 2 hours from #LA makes great strategic sense to #USAirForce #Esper DoD because you have to engage young Americans In #Space through what they reposed to: style, Music, fashion,entertianment we have it in #LA - LadyRocket Mission – at Louis Vuitton X ( Museum And Pop Up Store )",LadyRocketSpace,1
"LXF III It’s going down tonight, MMA in Commerce, CA 2 KO’s and 1 UD so far with 6 fights to go – at Commerce Casino",whatsgoodnsport,1
"On the west side, CA-1 (Lincoln Blvd), CA-2 (Santa Monica Blvd), and CA-187 (Venice Blvd). ",ptudor,1
"Exciting 4th quarter in Carson, CA! 2 point conversion try by Colts is good, Marlon Mack (over 170 yards!) 24-24 with time winding down",DannyGradio,1
That sandwich just CA 2 weeks ago lmao,FreeeLucifer,1
@StJohnBoscoHS Braves @citybellflower CA #2 Preseason in the Country vs DeMatha on @espn.21-7 at halftime. #GoBraves @St. John Bosco High School https://www.instagram.com/p/B1kk7YogUt-/?igshid=z9wxslbl8rju,JaimeAVasquez,1
"I’m from: 1. “The Valley” -CA 2. “The OC” -CA 3. Nashville, TN 4. Los Angeles, CA 5. Paris/Versailles, France 6. Switzerland",AlliCinema,1
"I think it was a whole nother quake... Magnitude 4.0 earthquake 18 miles from Lancaster, CA · 2:00 AM ",DeathwishDena,1
Moved from Brazil to CA 2 months ago. Never thought that I would feel an earthquake so soon. But relieved that everything is ok and hoping that this was the last big one for now.,RodrigoRadtke,1
"1. Originally NY and now CA 2/3. Writing my first book, on how we can achieve unity",marcreiser,1
"1. Los Angeles, CA. 2. No 3. Yes, 2 seasons ago. We flew to Pittsburgh to watch Steelers Vs Vikings (Jujus first to game)",BigBserrano,1
"Partial virtual tour of 8738 Delgany Avenue Unit 106 Playa Del Rey, CA. 2 bedroom, 2 bath 1177 sqft condo listed at $689,000. HOA $315/month. Full link / https://youtu.be/jG6Jux8WOdw / #virtualtour #playadelrey #compass @compass",ronnel_parham5R,1
#bruinhearts fellow @JeffHsuMD giving Cardiology GR on his basic research work on vascular ca2+and passion of @UCLASportCardio combined into 1–the paradoxical assoc. of higher CAC in master endurance athletes. What’s the link?? Great talk making us ? What we think we know. – at Ronald Reagan UCLA Medical Center,datsunian,1
"Tucker, California is the 2nd biggest State in the Union, Alaska, is bigger, it would stretch from San Francisco, CA., 2 Denver, CO., &amp; from Vancouver, Canada, 2 Tijuana, Mexico, P.S. &amp; that’s doesn’t include, Alaska’s inland passage &amp;/or its Western Inlands!",slnepul,1
"Brokers Open today 5/14 11-2pm 2314 JUPITER DR LOS ANGELES CA $2,699,000 1404 DEVLIN DR LOS ANGELES CA $4,495,000 #LA#bjornfarrugiarealestate #hiltonhyland #luxuryhomes… https://www.instagram.com/p/Bxcv7I3HrN6/?utm_source=ig_twitter_share&amp;igshid=v3dvwyphlsbp",AlphonsoBjorn,1
@cbs2kcal9 change the scrolling ticker writer. You’ve been telling us that CA39 is closed from CA 2 to NF -3N07 since November. And you just did it again 4 times in a row. Enough!,andycharlton2,1
"If i recall very mild—1-2 segments, prob in diag/distal lad. But with RF and his multiple PCIs & redistribution it may be underestimated. & diffuse nonobstructive ca2+ can clot/rupture. When not in HF he’s NYHA I-II. Also he’s teritary referral &amp; lives &gt;100 miles away. Good case.",datsunian,1
"Graffiti Tracking: 3134 CA-2, Santa Monica, CA 90404, USA",594Graffiti,1
Coming Soon Townhouse 7320 Lennox Ave Van Nuys CA 2 Bedroom | 2.5 Bathroom Call me for details or private showing #sanfernandovalleyrealestate #emilianorealestateexcellence #agentemiliano #sellinghomes #buyerswanted #vannuys #realestatedoneright,HOMESSFV,1
"342 BROCKMONT DR GLENDALE CA $2,395,000 3 bed | 3 bath | 3,682 Sqft Spectacular architectural compound w/ jaw-dropping jetliner views all the way to downtown. This 1960 Mid-Century… https://www.instagram.com/p/Bv4YDwWDDFN/?utm_source=ig_twitter_share&amp;igshid=1w4c4xjmflf8a",AlphonsoBjorn,1
The patio will be buzzing tonight for your favorite place to people watch on CA-2!!! Our WeHo Happy Hour will have a new special today! The Queen City Chili! Come enjoy this new dish &amp; unwind this weekend! – at Saint Felix,saintfelixweho,1
"It's National Margarita Day, Join us at @ultraloungeazul 129 W/ Main st, Alhambra, CA $2 Wells, $5 Magarita $50 Off Any Bottle and $99 Absolute before 10pm Say George's Guest List for… https://www.instagram.com/p/BuNWPOuAEfn/?utm_source=ig_twitter_share&amp;igshid=1psb0qj2r9qc5",George_FM_,1
"Graffiti Tracking: 3122 CA-2, Santa Monica, CA 90404, USA",594Graffiti,1
"JUST LISTED! 1506 E 4th St, Long Beach, CA | 2 bed - 2 bath | approx 800 sqft | Listed @only 389k! - BROKERS OPEN Friday Jan. 25, 11-1pm OPEN HOUSE Saturday Jan. 26, 1-4pm OPEN HOUSE… https://www.instagram.com/p/Bs6RbslgYn0/?utm_source=ig_twitter_share&amp;igshid=5ixsmj7xo5zc",RoyLhanie,1
#KELESIO LIVE IN HOLLYWOOD CA 2/23/19 #pullupandturnup Courtesy of eddie_fuse #TEAMKELESIO Follow us @kelesiomusic @Kelesio @Hollywood https://www.instagram.com/p/Bsrlly5A_mA/?utm_source=ig_twitter_share&amp;igshid=t0gvb7043amo,Kelesio,1
"I'm at I-5 / CA-2 Interchange in Los Angeles, CA ",chtucker18,1
The @barackobama highway Is #now #official with #new #signs On The #CA -134 #freeway (/CA-2 #interchange ) #glendale #pasadena #california @CA-2 / CA-134 Interchange https://www.instagram.com/p/BrpDSP7DohD/?utm_source=ig_twitter_share&amp;igshid=1vm8k1ox3n9xj,bulgarica,1
"701 W. Spruce St. Compton, CA 2 | 1 672 Sq. Ft., Lot: 4,997 Sq Ft. zoned R-2 Asking Price $359,999 . . . . #newlisting #newlistings #listing #listings #realestate #realestateinvestor… https://www.instagram.com/p/BpFtHx5F-SZ/?utm_source=ig_twitter_share&amp;igshid=1xfvid7lfm6xl",princejerms,1
Too Many Zooz!! Night 1 at Lodge Room ・ ・ ・ ・ ・ ・ ・ #toomanyzooz #leopellegrino #leop #brassband #saxophone #saxplayer #sax #baritonesax #hornsection #music #livemusic #subwaymusic… https://www.instagram.com/p/Bo7aRkcn_2o/?utm_source=ig_twitter_share&amp;igshid=ltcn8o9m9tfv,mari_ca2,1
TONIGHT YA BOI TAKES OVER! HOLLYWOOD COMES TO THE Ice House Comedy Club in the Main Room in Pasadena Ca! 2 Shows 8pm &amp; 10pm!!! Get your tickets before they sell out:… https://www.instagram.com/p/BoVJNrfHkYA/?utm_source=ig_twitter_share&amp;igshid=11i8ed9t3p3a2,ERICBLAKE21,1
TONIGHT YA BOI TAKES OVER! HOLLYWOOD COMES TO THE Ice House Comedy Club in the Main Room in Pasadena Ca! 2 Shows 8pm &amp; 10pm!!! Get your tickets before they sell… https://www.instagram.com/p/BoUpqv3HPFH/?utm_source=ig_twitter_share&amp;igshid=1w3i49pm6is8f,ERICBLAKE21,1
"I'm at CA-2 / I-210 Interchange in La Cañada Flintridge, CA https://www.swarmapp.com/c/jhX8fSzy8VO",hapaniki,1
"Home in Bell, Ca! 2 bedrooms and 2 bathrooms for $499,00! If the interested give us a call we would love to help! @Bell, California https://www.instagram.com/p/BoC2hTiHVv7/?utm_source=ig_twitter_share&amp;igshid=1jb5o6dcjwg1k",GiomarVasquez,1
Altadena Sr134 W / Sr134 E Sr2 N Con **Hit and Run No Injuries** http://m.chp.ca.gov/incident.aspx?id=200508LA01839,chp_la,1
Central LA Sr2 S / San Fernando Rd **Trfc Collision-Unkn Inj** http://m.chp.ca.gov/incident.aspx?id=200505LA02786,chp_la,1
"SR 2 North, Los Angeles #California #powertothepeople check out @Spirit_Bombs photo @Spirit_Bombs #justgoshoot #nativeland #losangeles #earth #awesomeearth #earthpix #landscape_lovers #cali #landscape #naturelover… https://www.instagram.com/p/B6etISJn3mr/?igshid=1gp276iupt33p",Spirit_Bombs,1
"Over the summer my sister told me my nephew wants to be a dj. He’s 9. He had no idea that i’m a dj. So yea, I’m gonna be Uncle John. Here comes the Pioneer SR-2.",djbrig,1
My nephew is gonna be 9 and just bought him an SR2. Kid didn’t even know I was a dj when he told my sister he wants to be one. Runs in the family I guess.,djbrig,1
Selling my DDJ SR 2! Let me know if you would like to purchase https://ebay.us/WAfcMB via @eBay,TopShelfMichael,1
Rockin my sparkly new Pioneer DDJ-SR2 (i love this thing) BIG Thank you to @westwoodvillage for having me out to spin Movie Night this summer! Been so cool to meet some of my neighbors out in these streetssss … https://www.instagram.com/p/B10DKVvlSTJ/?igshid=182pgo0ode80d,DJMissNINJA,1
Hanging out with pops and an #arrialexa #sr2 #melroseavenue #losangeles #california @Melrose Avenue https://www.instagram.com/p/BtytZuPHOiz/?utm_source=ig_twitter_share&amp;igshid=v8lyqjw75vek,Sibongile,1
"Babysitting #arri #flex #sr2 #16mm #handheld #film #camera @Los Angeles, California https://www.instagram.com/p/BtMAJ-hBwWj/?utm_source=ig_twitter_share&amp;igshid=inl5eo5vvtc6",Sibongile,1
" Due to underground @socalgas work, eastbound Santa Monica Blvd lanes from La Cienega to Croft are closed. La Cienega will remain open for north, south and westbound traffic. It is anticipated that the work will take approximately 12-15 hours. ",WeHoCity,1
My work is on Santa Monica Blvd and from where I live in North Hollywood it's an hour commute on a good day.,Journeys_Film,1
"It may be the first small steps, but walking down Santa Monica Blvd in @WeHoCity today, it’s so nice to see things coming back to life and retail stores open with curbside pickup again!! I actually have a smile on my face. Sun is shining- there is light on the horizon... ",JamesDukeMason,1
I guess it's finally a convenient time to close some lanes of Santa Monica Blvd for repairs ,BenBiking,1
lol but also @goodie_2_chucks the LADOT disabling of beg buttons has made crossing Santa Monica Blvd nearly impossible in spots. Just as the sun starts microwaving LA for 4 months.......,misteratkins,1
"Tuesday night...( Cinco De Mayo ) ...A quiet, empty street Santa Monica Blvd..( during Covid-19 crisis) ...Stay Safe Stay Healthy Everyone #tuesdaynight #roccosweho #inthistogether #cincodemayo @Rocco’s WeHo https://www.instagram.com/p/B_1jA7ljSnn/?igshid=107j8wr7loh88",culu2012,1
"HAPPY CINCO de MAYO Still have a few Industry Meals left. Text the CONTACT Matthew with your Full name, place you work(ed), food selection and pick up time at Rocco's WEHO 8900 Santa Monica Blvd. West Hollywoo #RoccosWeHo #RSWeHo #seventy7lounge #GayWeHo https://www.instagram.com/p/B_0L6zEjcyZ/",gay_losangeles,1
Yesterday as I was going to Santa Monica I exited the freeway at Wilshire Blvd &amp; went West I couldn’t believe the amount of homelessness on Wilshire &amp; San Vicente Blvds it’s right by the VA Hospital irs really sad for a supposedly wealthy country there’s so many homeless,sosuakahuna1,1
"Yea man., Decided to divert to Santa Monica first... Going to visit my childhood stomping grounds.. Malibu Beach right between Sunset Blvd and Topanga Canyon Blvd....",LogannnnnnnnnWm,1
"[Totally not cones] 14 years ago, I had a show at @taggallery [at the original location at Santa Monica Blvd x Yale] entitled “From Mar Vista”. I exhibited a grid of 40 small photoshopped photos of homes in my… https://www.instagram.com/p/B_vbmR-lFCy/?igshid=1376xin2r86ow",annembray,1
"It’s a gloomy weather today. I had to go to the post office. I saw more traffic on Santa Monica blvd., in West Los Angeles. @West Los Angeles https://www.instagram.com/p/B_naYy0pTPb/?igshid=lx1clci1sc14",MAPICOLA,1
Here in lovely Santa Monica Blvd they could care less about ur orders.... ,Ramirez90805ca,1
"A new crash for the #101fwy South in Silverlake: at Benton way, the left lane is blocked, tough from Santa Monica Blvd. Stay to the right and you’ll be OK #KNXTraffic #LATraffic @KNX1070",RoadSageLA,1
"It’s pretty cool honestly. Sorta 5 main streets tho, wilshire, Santa Monica Blvd, sunset Blvd, Olympic and pico.",BLKMDL3,1
When the only essential reason to leave the house is a calming drive down Santa Monica Blvd + a dozen of DK’s Glazed Donut Holes #DKSDONUTS #Quarantine #OpenForTakeout #PickUp #24Hours #OpenDuringCovid19… https://www.instagram.com/p/B_ddRa-pibv/?igshid=5k01hff7jvyg,DKSDONUTS,1
santa monica blvd. nikon 2.3 mega pixel point and shoot on phone booth 2002 #photography #nightphotography #pointandshoot #artificiallight #santamonicablvd #westhollywood #losangeles #empty #lonliness #crosswalk… https://www.instagram.com/p/B_aVVPUnL0e/?igshid=as3lt34hs9ew,fewbluehue,1
walking down santa monica blvd and finally getting some much needed male attention thank u men in cars for waving at me,andrearrrrrrr_,1
The #CD13 Clean Team helped remove an enormous bulky item trash pile from the public right of way on Oxford Ave between Virginia Ave and Santa Monica Blvd in #EastHollywood. – at East Hollywood,MitchOFarrell,1
someone on Santa Monica Blvd wont stop honking and I cannot imagine what their issue could be but I am about to march down there to find out,Annie_Devine,1
“Please come to LA and live forever...” I was walking down Santa Monica Blvd. about 10 years ago listening to that song and trying to get my girlfriend in North Carolina to move here so we could spend the rest of our lives together. I broke down in tears when that verse played.,bryceless,1
 @metrolosangeles staff are expected to recommend moving forward with the Hybrid Alternative with design options to approach Santa Monica Blvd. from Beverly Blvd. beneath either La Cienega Blvd. or San Vicente Blvd.) along with the La Brea Avenue and Fairfax Avenue alternatives,JErickson85,1
"4/20 is upon us, tomorrow! We will have an assortment of green specialty donuts (without any extra special ingredients) until we sell out! It’s available for pickup 24/7 at our location at 1614 Santa Monica Blvd and… https://www.instagram.com/p/B_LsMWfJbmf/?igshid=gyf5dp9u0bj1",DKSDONUTS,1
"I first saw ""Surfwise"" at the Crest theater on Westwood Blvd. when it was released and it's been on a watchlist for a while. Quite a family! A worthy addition to any Surf Films library. @Santa Monica, California https://www.instagram.com/p/B_LXEuZJcAX/?igshid=1ug7z2zx9k0d6",Oldsurfhero,1
"Through a collaboration with my office, local residents, and @BSSLosAngeles, we were able to repair the sidewalk on Normandie Ave, between Santa Monica Blvd and Romaine Street. The end result improves pedestrian safety and makes for a more pleasant experience in the neighborhood. – at East Hollywood",MitchOFarrell,1
"A few minutes ago, a friend reached out 2 me 2 share that someone had put toilet paper on @RodeoDriveBH from Santa Monica Blvd to Wilshire Blvd. I immediately let BHPD know, and within moments, our amazing @BeverlyHillsPD caught the suspect. Once again, goodness wins ",LiliBosse1,1
".@LAPCG in #WestHollywood, #California is an official Founding Partner of #TheGreatAmericanSeshIn!! They’re currently offering curbside pick up &amp; express online ordering from 10am-8pm daily. Located at: 7213 Santa Monica Blvd or call: 323-882-6033 http://thegreatamericanseshin.com",420SeshIn,1
"...exposed to having to drive near empty buses with many homeless people with no mask or face coverings on all routes on Vermont Ave, Santa Monica Blvd, Wilshire Ave, Valley Blvd, ECT. Also .@metrolosangeles hasn't provided mask or any ppe. Your puting driver's health at risk.",DjMontecito,1
"WeHo Boystown on a pandemic Friday night. Outside of brining in $1.73B & 4M tourists on average annually, WeHo holds the distinct honor of the most business licenses in the state. Most nights, not just weekends, Santa Monica Blvd. is an absolutely overflowing party in the street. ",HeyJundi,1
"On Santa Monica Blvd., pull up at a stoplight, glance over and Chevy Chase is next to me. He huffs, rolls his eyes and shakes his head disapprovingly as his window goes up like I’ve invaded his personal space by simply noticing the car next to mine.",observantview,1
"If you see me jogging down Santa Monica Blvd singing along to Iggy Azalea.....mind your business, times are tough",lerealsk,1
"Santa Monica Blvd. and West Hollywood is packed on Sundays but now with the pandemic going on day 30 I believe did not make people around. #kindascary #LAwillcomeback @West Hollywood, California https://www.instagram.com/p/B-nny3aDnX6/?igshid=z238cs5a1fa1",bluedavid30,1
"Koontz Hardware on Santa Monica blvd has KN95 masks, gloves and hand sanitizer. 2 masks per customer and 1 of the rest.",ValStyle,1
They’ve been working on a site on Santa Monica Blvd and repaving Broadway all week...I’m sure there are others.,lsbeachy,1
"Drag queen Rhea Litre, also spotted on Santa Monica Blvd., said she, too, had second thoughts about coming out. “But, you know, a bitch gotta pay her bills,” she said. @ThisIsWeHo @gayweho @DragrHQ @benedettigroup @KingsQueensEnt @Queerty | #QuarantineQueen",RheaLitre,1
OG [ WEST·LOS·ANGELES ] SIGN T-SHIRTS AVAILABLE AT : RIPCITY SKATES @78NRC 2709 SANTA MONICA BLVD. SANTA MONICA CA. 90405 | GOING FAST.ONLY A COUPLE LEFT PICK ONE UP BEFORE THEY SELL-OUT |… https://www.instagram.com/p/B-fsD7cn24C/?igshid=1vqva5wz280s5,GHETTOFRESH100,1
#warning Was at Smart &amp; Final on 12210 Santa Monica Blvd. West Los Angeled .yesterday. Neither customers nor employees following any Corona safety protocols #COVID19 . Overly crowded and no social distancing. Stay away .#publicsafety #SocialDistance @santamonicacity @smartfinal,sahar40004654,1
Everything is gonna be Alright. #dontworry #losangeles #santamonicablvd #love #lifestyle #coronavirus @Santa Monica Blvd https://www.instagram.com/p/B-bWM16J7vE/?igshid=1nban3ztzzt0b,BradleyWBelk,1
"They're doing at Target, Ralph's, Starbucks, on the streets of La Brea, Santa Monica, Hollywood Blvd &amp; basically everywhere I go, 24/7. ",David_King__,1
"They are running a Truman Show type operation inside of Target, Ralph's & on the streets of La Brea, Santa Monica &amp; Hollywood Blvd. They're following me around 24/7 like Jim Carey in the Truman Show. It's very disgusting. They're not practicing social distancing at all.",David_King__,1
It’s my birthday next month. Someone pls get me this tacky #angel. The Russian shops on Santa Monica Blvd have the best worst ornaments. It’s not expensive So bad it’s good. Seriously this is @jeffkoons awful @… https://www.instagram.com/p/B-WAWf3J6Sy/?igshid=8aq3ig1a19ne,SevenGraham69,1
@WeHoDaily @BHScanner what’s the checkpoint on westbound Santa Monica Blvd just East if Doheny?,jstrauss,1
I’m on Santa Monica Blvd. right now heading from La Cienega West to San Vicente.,FreeballinH,1
"Santa Monica Blvd. @Century City, Los Angeles https://www.instagram.com/p/B-Ljg7ZjWPd/?igshid=beofg4p7r2xj",dustydirtface,1
Santa Monica &amp; Westwood Blvd. Tuesday. 7:22pm. ,TheFirstEcho,1
Rainbow on the sidewalk. Sign along Route 66 - Santa Monica Blvd. #mydayinLA,MenendezRand,1
Repost checkoutmymelody310 Thank You For Supporting Our Movement! WestUp One Love Snapbacks Available At : 1) @78NRC Ripcity Skates 2709 Santa Monica Blvd. Santa Monica CA 90404 2) @baystreetboards Baystreet… https://www.instagram.com/p/B-GN3UlnaNI/?igshid=z0dvx6qmytam,GHETTOFRESH100,1
Santa Monica and Hollywood Blvd gave me chills cause like...those places are never empty. ,GoldnSweetCheek,1
"@Walgreens during this time of uncertainty and trying to contain the spread of Covid-19, shame on you for not having desinfectant wipes for carts and hand sanitizer at the door. You are a pharmacy that should set an example @Walgreens 10407 Santa Monica Blvd Los Angeles",ACaribegal,1
